微博发布时间,微博中文内容,情感倾向
01月09日 22:35,????日常分享|面膜试用|AG抗糖小肌蛋睡眠面膜??最近皮肤状态很不好，痘痘一直持续不消，皮肤敏感也不敢随便使用面膜??视频中出现（近期在用的）JM：日常补水（平价）Fobornface：日常急救益肤：医美面膜，镇定效果还可以敷尔佳：医美面膜，精华液质地偏粘稠，祛痘效果没啥感?展开全文c,0
01月09日 22:28,【风里雨里蜀黍始终守护着你】1月9日晚，@小小民警在香花在辖区设卡开展酒驾整治，对过往机动车驾驶员进行呼吸式酒精测试。通过整治，切实提升交通参与者遵法守法意识。@警民直通车-上海?,0
02月07日 23:56,花生，我好像有点发烧了?,-1
01月10日 21:34,今晚结束！！年前最后一次活动??买就送同款面霜28.3g??【84】??FAB.急救面霜56.7g?28.3g急速修护+保湿补水效果炒鸡好??换季容易过敏泛红干燥的小可爱，趁活动囤它！！无香精无酒精?用起来超级安心啊注意！！这个一定要看好使用方法???要乳.化??方法很简单，就是取一坨再?展开全文c,0
02月08日 23:54,免疫系统你争点气别让我发炎到发烧了我保持了十多天的36度多,0
01月11日 22:14,Share.看到一段对话“爸爸，为什么小孩子不应该喝酒啊”“因为小孩子不喝酒也很快乐啊”成年人的世界里多的是太多太多无法表达的情绪酒精使人麻痹使人快乐多想回到小孩子O绿洲?,0
02月10日 23:44,普通感冒引起的发烧，感谢上帝眷顾我家狗子?,1
02月10日 23:11,小时候感冒发烧要上学长大了骨折医生说不能动了第一反应是能不能上班能不能上班能不能上班，医生笑笑不说话尼玛一个月挣四千又不是四万医生说要固定嫌贵了非要坐四个半小时绿皮回老家找正骨的当父母不用考试么孩子无法选择父母没钱不要生孩子?,-1
02月10日 23:47,洗了个头看着我根根分明的头发爱不释手我妈最近很注意我的身体健康我问她为啥她说现在特殊时期万一发烧感冒被人查出来就要被抓起来全家隔离了?,0
01月17日 19:31,【25】得鲜，白茶提亮卸妆水300ml茶树油精华提取，不添加酒精，温和清爽卸妆，清透光泽，便宜大碗好用哦，要的速度~????,0
01月18日 23:08,【7.5】蓓安适，一次蹙凭棉片100片拍2件发3盒，只要17圆，折5.66/盒！家中必备，擦手机清洁用，又大片，好用~?,0
01月18日 11:01,#预防道路交通事故#昨夜，西夏二大队组织警力在辖区镇北堡镇主要路段开展酒驾夜查集中行动，对车辆驾驶员进行呼气式酒精检测，经过检查未发现酒驾等严重违法行为。交警提示，临近春节，请勿违法驾驶！?,0
02月14日 23:50,最近吃的药是近一年来的总和还要多，四五天了喉咙还是发炎干燥没有发烧，但是难受啊……不敢去医院。赶紧好起来?,-1
01月19日 23:08,酒精是依赖，热水是真爱?,0
02月15日 14:22,肚子痛……头痛；感觉好像发烧一样?,-1
02月18日 23:05,打卡两江外公外婆家又蹭了一顿饭，回程车少人有趣歌好听，除了咒我半夜发烧要背我去医院让我感动？？？什么神逻辑？？微博视频?,0
01月23日 23:56,酒精断货了…,0
02月18日 23:40,貌似……在金菊花眼瞅着快退出江湖的时候，好多人听了我的建议买了金菊花（光是我自己知道的，有反馈回来的就不下十五台……），现在一聊起来就是“真香”，比某某旗舰强太多了……感觉已然成了我安利过反馈最优的器材。因为……真的是挺香的，越是经验丰富的发烧友越能明白这玩意究竟好在哪。所以?展开全文c,0
01月27日 22:36,#海南首例新型肺炎病例死亡#年前几天去跑了十几家药店，都没有口罩卖，海南现在哪里都没得卖口罩和酒精，年轻人知道应该要带口罩，但是供不应求，最基础的防范措施都没办法满足，何况那么多老年人，个个都不重视，不愿带口罩，希望zf加大力度宣传，要求大家带口罩出门啊2万宁?,-1
01月28日 23:04,//@M大王叫我来巡山:不瞒你说……我家酒精比口罩还缺啊……//@回忆专用小马甲:收到//@这是一个很高冷的ID:有用//@是杰啊宝啊://@江南大野花:我快到这一步了…没办法的办法//@重生之我是巴掌脸X4:很需要了//@卡李://@被_吃饱睡好身体好:下次去买菜口罩我就不扔了,0
01月29日 23:17,？？？//@白小帕:看来是普遍现象了//@菜尼日麦迪森_:那你关评论干嘛？你知不知道北美华人众筹群里面，有一个日本留学生寄的口罩就是被你们快递员截货了。我们普通人连口罩酒精都买不到，这些救命货都是寄给医护人员的。拜托你们做个人吧。,-1
01月29日 23:39,正式加入家里蹲大军??我妈见到我的第一句话就是让我拿酒精擦手并飞速处理掉旧口罩走的时候哪里都还是热热闹闹一派生机回来的时候高速路上都只有零零星星几辆车了看到网上疫情爆发的消息罗马街头每个药店几乎都能碰到买口罩的中国人全飞机的乘客和工作人员都带着口罩我也十个多小时没敢吃没?展开全文c,0
02月06日 23:19,//@木白非白://@angel安淇儿:我家没酒精。今天才拿了快递//@仓酱_:大家看看！//@江南大野花:懂了呼唤我的酒精//@眼儿媚滴春:酒精不够用了//@一朵云骑尉:好的！！！//@论坛模板爆了我的菊:,0
02月08日 23:49,防疫时期酒精制品能带上地铁吗,0
02月13日 23:33,洒入酒精,0
02月14日 23:37,朝鲜????平壤医科大学虎骨酒《平医大》。朝鲜虎骨酒能壮筋骨，强腰脚；祛风寒。主治肾虚骨弱，少腹冷痛，行走无力，肩臂疼痛。适于治疗风痹疼痛，四肢拘挛以及肝肾虚寒，腰脚软弱无力，风湿、类风湿、关节炎等症。成分：酒精，木爪，虎骨，五味子，防风根、天麻、当归等每瓶容量200ml用法：每?展开全文c,0
02月14日 23:19,[购]:O网页链接今晚0点！！——医用级卫消字号！歌歌兰妮.75°酒精杀菌免洗洗手液【39.9】医用级卫消字号ta家的蓝风铃沐浴露全网超多安利的，金瀚也推荐过的！这款免洗洗手液也是蓝风铃香型的??75°酒精杀菌?免洗！还添加了芦荟等精华，?展开全文c,0
02月15日 23:32,把读书当恋爱的第一天：雨，大风，极冷。磨磨叽叽读完了丹麦一年，麻麻想起了给我准备跑步的小白鞋。想起自己远离酒精已经一个月。对“信任”和“亲近”无望。只能追求“意义”。然后继续读某本极为神秘的小书，连贯的话语在我这有点像片段，只有一些形象格外吸引我。感受的，强烈感受的。熟悉的各种声?展开全文c,0
02月16日 20:04,75%酒精喷雾便携装60ml只要14.90哦【10元券】微博专享限时领券?,0
02月16日 23:08,该传感器可以取代呼气酒精检测！奥托立夫公司CEOJanCarlson表示。奥托立夫公司日前宣布。公司目前正在对该传感器进行测试！2济南·小孙龙虾?,0
01月04日 14:03,#动物#穿山甲名不虚传。L大红矛的微博视频?,0
01月12日 12:51,好可爱???，真的希望他们能好好的,1
01月13日 07:45,#穿山甲抢救行动#希望在大大的世界里，付出一点点温暖。我在“极危穿山甲抢救行动”项目捐款成功！@中华环境保护基金会极危穿山甲抢救行动?,1
01月16日 00:09,穿山甲拱泰山——攻不倒?,0
01月17日 09:57,#一起守护穿山甲#广西林业局提供虚假信息，绿会为寻求真相再向法院起诉绿会中国绿发会2018-12-28关注中国绿发会，订阅绿色未来12月28日下午，绿会工作人员得到法院当面告知：2周前由绿会发起的诉广西林业局、国家林业和草原局的相关行政诉讼，已被法院正式立案。事情最早可追溯至2017年8月由?展开全文c,0
01月29日 21:25,我的大生物之世界上最可怜的动物之一,-1
01月31日 21:26,#疫情过后你最想见的人#想见下那些个吃野味卖野味的憨批吃??就给我吊房顶吃穿山甲就给我去住地洞吃什么就给我滚去做什么别出来祸害人间浪费社会资源?,-1
02月02日 15:12,我靠舒适视频,0
02月09日 23:46,关于野味真的好好整治。要严惩！//@爱吃的胖子怎能不单身:以后禁掉吃野味啊！立法啊，买卖和吃都犯法坐牢,-1
02月09日 23:51,【头条】“病毒最关键的中间宿主”找到了？？！_穿山甲O网页链接?,0
01月26日 22:08,#请求银行工作人员放假#我父母在来安某银行工作，明天初三我爸就得去上班了，我觉得在安徽疫情这么严重的情况下，银行应该酌情调整上班时间和强度，使用atm机存取款或者网上转账，减轻线下一线人员的工作强度，合理休息，或者发布紧急消毒措施保护员工安全，很多乡村支行甚至员工没有足够口罩可以佩戴?展开全文c,0
02月12日 14:12,《穿山甲可能是“二传手”？》近日有研究认为，穿山甲可能是新型冠状病毒的潜在中间宿主，这引发了一些争议和讨论。O穿山甲可能是“二传手”？?,0
02月13日 00:59,e吃了e吃了//@chsgddb://@Diiiiion:守护//@方屁:保护//@鹿://@香蕉w://@超海豹王:诶看@l看哭了//@Cynthia-昕u:看到穿山甲揣着小手小心翼翼的走着我真的看哭了，怎么会有人这么残忍啊,-1
02月18日 18:09,#世界穿山甲日#【纪录片】穿山甲：被捕杀最多的动物自然造就了穿山甲的鳞甲，而穿山甲也葬身于此……我们所在的大自然太大！太神奇！太神秘！几百万年来人类与大自然反复较量！其紧张关系也一直在不断升级！没人说的清楚这种不平衡的复杂多变的关系！一句话！眼前人与自然的关系确实是后患无穷的！人?展开全文c,-1
02月09日 05:35,1点的时候，卧槽一点了赶紧睡了2点的时候，好烦睡不着，放个电影睡觉吧3点多的时候，电影看完了，有点困，看尤文比赛睡觉吧4点的时候，尤文的比赛没意思，再放个电影睡觉吧5点半，算了不睡了，调整一下生物钟我想上班?,-1
02月10日 07:50,#上班#老公今天复工了，我可能还要一个礼拜之后，但是从今天起要早起给他做饭，也算是能调整一下作息时间吧。?,0
02月13日 11:14,打算从明天开始调整作息时间，为下周一上班做准备。嗯，今天刚通知，假期延长至24号，推了一周又一周，希望不要再推了。?,0
01月01日 23:35,【￥5.8】【20贴】自发热防寒暖贴太给力了这jia格~都冬天了，还能5.8元买到20贴暖贴，实体店都卖1块钱一贴了，长达10小时52-62°恒温发热，天冷贴一片在身上，一天都暖洋洋的，暖身暖宫又暖胃！?,0
02月01日 23:23,#火神山医院将直接接收捐赠物资#捐赠的N95口罩被拿来售卖，这就是你们做的好事！?,1
02月02日 13:25,比贪污受贿更可恶！,-1
01月16日 23:36,ylq真真正正希望对方好的太少太少了这也是为什么时至今日我还这么瘟的原因//@喜乐安康来一份:我恍然大悟为啥当时两人装不熟是真正的纯粹的感情才会让人甘愿淹没在人海里默默的看着另外一个发光发热并由衷的感到欣慰和自豪,0
01月18日 23:05,又是头脑发热的一天…?,-1
01月18日 22:12,天猫超市【康夫】网红款大功率速干静音吹风机，券后价￥74(现价￥89)商品链接戳这里O网页链接；需领取15元优惠券！【网红新款】静音设计，持久耐用，柔顺风嘴，集中风力，1分钟速干，发热更均匀，打造水润秀发~【赠运费险】?,0
01月19日 22:35,还是尽量防范吧，起码戴口罩，对自己对他人负责//@笛嘀嘀吹://@找到复活石的瑞雪://@阿抽_物怪物://@A娘OwO:嘛新病毒应该需要专业检测，估计除了武汉几个大医院之外都还没有检测工具，而且每年感冒发热肺炎的那么多，不可能每个都全套检测//@露露酱_纯白的世界开拓者://@-恶梦akumu-://@牛腩腩:,0
01月31日 23:54,各大电商真的秒没，不过还是不要忘了之前各个环节出的问题，全球的口罩都供应不了武汉前线，红十字积压货物，为何无发热门诊医院口罩分配数量比一线医院数量多出那么多，红十字还有慈善总会总共那么多钱落实不到一半，剩余的都干什么了等等问题,-1
02月10日 23:27,爱尔眼科蒸汽热敷眼罩10片这款可是温和无香型，亲肤棉纺布+弹力耳扣，柔软舒适，蒸汽量很足，可以持久发热，休息的时候戴着很合适，对缓解眼疲劳和安神助眠都有效。【30元券】微博专享限时领券?,0
02月11日 23:37,#黄冈全面排查发现发热病人13000人#天啊，一万多发热病人?,0
02月11日 23:49,发热门诊值夜班的我总是不敢睡，生怕睡着了来患者也是乖难的?,-1
02月12日 23:52,用爱发热！病毒无情，爱有意！//@huiikun:大家一定科学防疫！@蔡徐坤,1
02月17日 23:12,坐飞机、乘火车怎么选座？途中发热怎么办？返程必看！O坐飞机、乘火车怎么选座？途中发热怎么办？返程必看！?,0
01月05日 21:58,中国疾病控制预防中心：黑人留学生带来艾滋病，去年发现100例，未来可能会更多UP主:视频肝帝#bilibili#O中国疾病控制预防中心：黑人留学生带来艾滋病，去年发现100例，未来可能会更多(哔哩哔哩客户端下载O网页链接)?,0
01月19日 09:34,#部门动态#【禄劝县开展医疗机构和预防接种单位疫苗接种安全管理检查】1月9日-13日，县卫生健康局组织县疾病预防控制中心在全县开展预防接种安全大检查工作。此次检查覆盖县级开展预防接种工作的医疗机构、16个乡镇卫生院和部分村级卫生室。重点检查产科、犬伤门诊、村卫生室、民营医院等日常工作薄弱?展开全文c,0
01月21日 22:18,『美国疾病预防控制中心：美国死于当季流感人数达6600人_科技湃_澎湃新闻』O美国疾病预防控制中心：美国死于当季流感人数达6600人?,0
01月23日 23:28,//@斯洛的春天://@双层麦香熊://@怨猫就是猫啊://@龚格尔://@来去之间:推荐……//@V闪闪:这是中国疾病预防控制中心流行病学首席科学家、WHO传染病监测和应急反应科学委员会委员，中国现场流行病学培训项目执行主任，所以作为专家，他对现在的疫情判断，说出的话是有权威性的。,0
01月23日 23:26,//@马达MOTOR://@飞扬南石:这个视频要顶，看看专家的评估//@杜长军://@来去之间:推荐……//@V闪闪:这是中国疾病预防控制中心流行病学首席科学家、WHO传染病监测和应急反应科学委员会委员，中国现场流行病学培训项目执行主任，所以作为专家，他对现在的疫情判断，说出的话是有权威性的。,0
01月24日 19:34,//@战争史研究WHS:这次湖北之外的各地响应速度都比闹SARS那年快很多（再夸一次#河南硬核#）//@来去之间:讲得很清楚，关键是这两周，有信心阻断二三代传播，早于常规传染病预测周期结束//@于琪:中国疾病预防控制中心流行病学首席科学家，卫健委高级别专家组成员曾光教授发博,1
01月24日 21:37,//@扶他柠檬茶://@M大王叫我来巡山:有信心也相信能阻断！//@快递员吴彦祖:加油！//@林水妖:心里轻松了一些//@来去之间:讲得很清楚，关键是这两周，有信心阻断二三代传播，早于常规传染病预测周期结束//@于琪:中国疾病预防控制中心流行病学首席科学家，卫健委高级别专家组成员曾光教授发博,1
01月24日 21:22,//@M大王叫我来巡山:有信心也相信能阻断！//@快递员吴彦祖:加油！//@林水妖:心里轻松了一些//@来去之间:讲得很清楚，关键是这两周，有信心阻断二三代传播，早于常规传染病预测周期结束//@于琪:中国疾病预防控制中心流行病学首席科学家，卫健委高级别专家组成员曾光教授发博,1
02月01日 18:56,记者探访：奋战在抗疫最前沿的“疾控人”为全面科学做好新型冠状病毒感染的肺炎疫情防控工作，连日来，泰兴市疾病预防控制中心以高度的责任感投入到抗疫战斗当中来，严密监测疫情，日夜奋战在岗位一线。O记者探访：奋战在抗疫最前沿的“疾控人”?,0
01月28日 14:40,#武汉新型冠状病毒感染肺炎防控专题##抗击肺疫最前线#【国家卫健委焦雅辉：目前已有4100多名医务人员赶赴武汉】据统计，目前各地已经派出了30只医疗队，总共4130名医务人员到了湖北，有呼吸科、感染科，还有重症科，有地方的，有军队，有中医，有西医。1月28日，还有13只医疗队即将到达湖北，累计投?展开全文c,0
01月28日 18:34,【第一批甘肃援鄂医疗队出发】1月28日上午，由137名医务人员组成的第一批甘肃援鄂医疗队从兰州出征。甘肃省委书记、省新型冠状病毒感染的肺炎疫情联防联控领导小组组长林铎为甘肃援鄂第一批医疗队授旗并动员讲话。据了解，此次赴鄂医疗队队员由兰州、天水、嘉峪关、武威、金昌、酒泉、张掖、庆阳、?展开全文c,1
01月28日 10:54,@我爱丫丫悟:这支医疗队由北京中医药大学附属东直门医院、东方医院的40名医护人员和广东省中医院、广州中医药大学第一附属医院、广东省第二中医院的60名医护人员组成。医疗队中的中医专家来自呼吸、急诊、ICU等科室，分别从北京、广东两地出发。抵达武汉后，他们将进驻湖北省中西医结合医院开展工作。,0
02月03日 22:26,【门把手已首次发现新冠病毒核酸！专家称只是病毒“碎裂了的尸体”】连日以来，在广州、上海的一些小区内电梯按钮处，开始有物业提供擦手纸，目的是预防新型冠状病毒的传播。而2月3日，广州市疾病预防控制中心对外披露称，在对新型冠状病毒的肺炎疫情监测中，在一名确诊患者家中门把手上发现了新型冠状?展开全文c,0
02月08日 18:38,【#医护人员离开医院时不会携带病毒#请尊重并善待他们！】中国疾病预防控制中心传染病预防控制处研究员冯录召：医护人员即使在隔离病房接触患者，会严格按要求，经科学防护才进入病房开展工作，会经过正确的消毒防护措施和院感防护措施。他们离开病房和医院时，不会携带病毒，请大家放心。医护人员是?展开全文c,0
02月11日 15:14,从中国武汉撤离美国人昨天，两架从武汉出发的载有美国公民及其直系亲属，以及美国合法永久居民（LawfulPermanentResidents）的航班已经安全地在美国着陆。与最近的其他撤离航班一样，所有乘客都将接受美国疾病控制与预防中心（U.S.CentersforDiseaseControlandPrevention）和卫生与公众服务?展开全文c,0
02月12日 20:25,【疫情当下，#好好吃饭少躺着#】中国疾控中心营养学首席专家赵文华：①保证营养能使人体的免疫细胞处于最佳战斗状态。营养对健康而言是预防治疗和康复疾病的重要手段，一定要好好吃饭。②要多吃粗杂粮，主动足量喝水，控制油炸火烤及深度加工食品。③尽可能坚持充足的身体活动，不要整天坐躺靠。转给TA?展开全文c,0
02月12日 23:18,#津日战疫#【南开区第4例确诊病例（天津市第106例）活动轨迹发布】2月11日23时，市疾病预防控制中心确诊我区第4例新冠肺炎确诊患者（天津市第106例）。　　患者高某某，女，27岁，河北河间人，居住于南开区王顶堤街金冠里社区。　　1月22日下午由天津返回河间老家，期间与沧州市确诊病例有过密切接触?展开全文c,0
02月13日 10:54,#1038快报#【疾控中心原副主任：#确诊病例暴增或为存量释放#】13日，湖北省卫生健康委员会发布消息称，“湖北新增新冠肺炎病例14840例”(含临床诊断病例13332例)，中国疾病预防控制中心原副主任，公共卫生和流行病学专家杨功焕认为，这样的临床确诊病例数暴涨应该是“存量的释放”，未来还会有新增临?展开全文c,0
02月09日 19:55,半夜接令，三更组团，天亮出发，致敬英雄[强]汕头首支驰援湖北的中医医疗队——市中医院援鄂抗疫医疗队今早出征！O汕头首支驰援湖北的中医医疗队——市中医院援鄂抗疫医疗队今早出征！O网页链接?,1
02月14日 22:12,北京市疾病预防控制中心发布2月13日新发病例活动过的小区或场所如下表。其中大兴区润枫锦尚小区已连续两天出现，这个小区的朋友们要多加防护啊。?,0
02月14日 20:16,2月12日，广西再次组建第3支医疗队驰援湖北省十堰市。广西医疗队抵达十堰后，将分成8支小队，其中，十堰市级疾病预防控制工作小队1支，对口支援十堰市疾病预防控制中心；十堰市级定点医疗小队1支，对口支援十堰市西苑医院；县级定点医疗小队6支分别对应丹江口市、郧阳区、郧西县、房县、竹山县、竹溪县?展开全文c,1
02月10日 14:57,#云中新闻#【抗击疫情||援鄂日记：最冷的冬天，流下最热的汗水】2月5日，是云南中医药大学第一附属医院/云南省中医医院第一批援鄂医疗队到达疫区的第十天，他们的防疫工作早已步入正轨。02eWQxD10。天，他们奋战在不同的区域、不同的岗位，但始终相同的，却是层层防护服下的汗流浃背，是重重防护面罩?展开全文c,1
02月10日 16:33,//@红棉命理:我中医朋友昨天给我留了个言，我要去一线洒热血了。。,1
02月10日 11:00,为了驰援武汉，2月7日，大连市新型冠状病毒感染的肺炎疫情防控指挥部办公室发布了《关于加强医疗机构新型冠状病毒感染的肺炎疫情防控工作的通告》。通告中指出，全市门诊部、诊所（含中医、中西医结合）类医疗机构即日起全面停诊。,0
02月10日 08:21,【金华第三批42名“逆行天使”出征湖北！你们是金华的骄傲！】昨天上午，金华第三批援助湖北医疗队的42名医护人员集结完毕，正式出发武汉。其中市直医院18人、县（市）24人，医生12人、护士30人。金华市第三批驰援湖北医疗队42名医护人员来自金华市中医医院、金华市人民医院、金华市第二医院、金华市第?展开全文c,1
02月11日 15:22,『河南派出首批中医队伍！国家（河南）支援湖北中医医疗队33人出征-手机大河网』O河南派出首批中医队伍！国家（河南）支援湖北中医医疗队33人出征?,1
02月11日 14:24,目标方舱医院！天津60人中医医疗队出征武汉O目标方舱医院！天津60人中医医疗队出征武汉?,1
02月16日 21:54,两千五百多人医生和专家河教援根本治不好武汉的病毒公心专肺炎肺上长丁。你们治不好的。不是我说你们。你们什个人治什个病人。你们也给我找来什个病人我给他们治疗一个星期根出身体全部健康。罗林青手机号17757594315,0
02月17日 15:03,广东中医医疗队再出发，冲锋雷神山一线！O网页链接来自@腾讯新闻?,1
01月20日 08:37,这份权威发布的内容，大致如下：1，武汉发生不明原因肺炎疫情后，卫健委立即派了国家工作组和专家组赶赴武汉。2，已对全国疫情防控工作进行全面部署。在全国建立了“日报告、零报告”制度。3，下发新型冠状病毒核酸检测试剂盒，要求各地加强检测，全力救治患者，及时发布确诊病例及疫情防控信息。4，国?展开全文c,0
01月26日 21:57,【直播！湖北通报疫情最新情况】今晚，湖北省召开新型冠状病毒感染的肺炎疫情防控工作例行新闻发布会。会上，湖北省卫健委将通报全省疫情和防控工作最新进展情况。看直播↓关注！（总台央视记者倪晶依）央视新闻的微博直播.???,0
02月17日 12:49,#钻石公主号有40名美国人确诊感染#先调查清楚所有人的去向然后隔离起来，避免传染给更多的人吧#河南信阳出现两例超常规病例#这次的疫情才让我看到，大千世界无奇不有超常规的事情也太多了???,0
01月26日 21:24,"#P#January25,2020-武汉火神山医院施工现场，上百台挖掘机正在进行地基平整工作，中国湖北省。这是第一座收治新型冠状病毒感染患者的专门医院，预计建设工期仅10天，2月3日可投入使用。医院总建筑面积2.5万平方米，可容纳1000张病床。中国国家卫健委发布@iDaily每日视野O网页链接?",0
01月26日 19:47,//@赛春花儿://@游荡的法师:好消息！【国家卫健委：近两天将向湖北派出12支1600多人医疗队，千余人后备梯队随时待命】前一阶段已向湖北派出7支900多人的医疗救治队驰援武汉，后续轮换队伍已经完成出发准备；军队方面派出了450人的医疗队伍，已经就位；同时有8支1000多人，后备梯队随时待命>>>O网页链接,1
01月29日 13:42,★全国累计确诊病例5974例截至28日24时，国家卫健委收到31个省(区、市)累计报告确诊病例5974例，现有重症病例1239例，累计死亡病例132例，累计治愈出院103例。28日0-24时，31个省(区、市)报告新增确诊病例1459例，新增死亡病例26例(湖北省25例、河南省1例)，新增治愈出院病例43例，新增疑似病例3248?展开全文c,0
02月03日 20:35,#防抗新型冠状病毒肺炎#【钟南山、李兰娟等专家为下一步临床救治工作提建议】2月2日下午，在广东省卫生健康委员会，钟南山院士与国家卫健委相关部门负责人、专家以及在湖北的专家进行了电视电话会议，各位专家根据近期的疫情救治工作和病毒研究成果，对新型冠状病毒的流行病学特点、临床表现、诊断标?展开全文c,0
01月24日 04:58,是的，很有道理,1
01月30日 23:57,//@春冬之日://@Ruinenstadt_棉被猫猫头://@重工组长于彦舒://@KIRIN壹番榨://@再操一夏://@壳子肉干拖延战线不舔少年不能活://@两人甜甜圈_Jackt鸡宅包://@嘛擦乌里黑的猫://@静静变身大钢牙://@躁狂的暗暗://@小界的小小世界:,0
01月03日 19:31,#O网页链接#他们公司的网就这么卡吗？又不是第一次在公司直播，怎么直播别的就没这么卡？这个太卡了吧？直接卡没了？？？?,0
01月30日 23:54,//@杂家天地:#张文宏#就是喜欢听张教授说实在话，毛孔都开了，精神抖擞。张教授真的了不起，专业技术优，管理能力强，务实、接地气、谦逊、低调，不提自己为了抗击疫情所做的贡献，为老百姓办实事，集中精力为上海守住抗击疫情的防线。为硬核主任点赞。,1
01月03日 19:21,今天心情低落得很，也想不出原因。可能是因为思考了下人生吧下午消防队的老师来公司给大家做消防知识讲座，那些火灾画面真是，揪心。然后有一个案例是一家三口，年轻的父母和一个两岁的宝宝遭遇了火灾，父母把家里唯一的安全面罩给孩子带上了，把孩子护在怀里。等消防员赶到的时候，父母已没了?展开全文c,-1
01月31日 19:33,//@儿科医生小平平:是的，室外空气流通的，人流不是那么密集的场所，发生传播的可能性很小。室内人群密集场所，首先是尽量不要去，其次非去不可的情况下，还是要戴外科口罩的。//@火爸朱剑笛:其实普通人在普通场合也不一定要戴外科口罩，现在医护人员也很缺外科口罩。,0
01月04日 13:31,苏莱曼尼这种2号人物没了，对哈梅内伊的影响很大。在一个组织里，1号人物通常不管业务，主要抓战略、人事和钱粮，具体执行一般由2号人物来推。以前有个上市公司，董事长清闲逍遥，业务都是总经理牵头，17年总经理因为私事儿被刑拘，董事长在股东会上痛哭惋惜。?,0
01月10日 19:37,搞投票有什么用，先给你民主的机会，然后发现大部分人想法和你不一致，再给否决掉，有意思嘛，有意思嘛。对公司的好感度都快被刷没了?,0
01月15日 14:31,//@鹅总会不会://@任意一个好友:没有资源我无所谓的，为了这个狗比节目身体都拖垮了，年前的曝光机会微博之夜也没去成，为了给队友让路小年夜春晚也没了，再惨也惨不过2020这个冬天了。陪小羊熬过去就好了。@UNINE官博@乐华娱乐杜华但是你们俩这个冬天熬不过去了，爱奇艺大楼和乐华公司必须在过年的,-1
01月16日 18:55,感觉这期青你会很有看头但是每年两三档选秀出这么多团还是让人觉得蛮烦的想起之前炎亚纶的一次采访，好像是问他现在出名容不容易，他说太难了确实如此多少人逐梦娱乐圈又有太多公司不做人辜负了一群人的梦想现在顶流更新换代的速度那叫一个快每年都有人大红也可能很快没了名声心疼那些真的有?展开全文c,0
01月16日 07:01,纯工作性质吐槽，非地图炮韩国人遇上德国人真的是体现的不要脸到淋漓尽致。。如果说印度人老赖皮，韩国人就是本身皮都没了，美国人霸道不讲理，韩国人就是你们的理都不能存在，我管你是个人公司还是国家规定，我定的规矩才是规矩??抵制三棒从我做起（???,-1
01月13日 17:30,【女孩患罕见病ICU里生活11年#父亲用镜子让女儿晒太阳#】从20岁到31岁，广东清远女孩郑宇宁因患罕见的庞贝病，在ICU病房里度过了一个女孩最好的11年。医生叮嘱宇宁多晒太阳可以减少感染几率。但以宇宁的身体状况，已经不允许她下楼晒太阳，而ICU病房日晒时间又特别短。于是，父亲郑洋动手做了一面?展开全文c,0
01月15日 11:05,有时候追星会是疼痛时候的特效药//@星河量:Dl微博,0
01月24日 19:31,"【刘和平:防止疫情继续扩散,必须立即阻断病毒的输出】在当前仍然查不出新型冠状病毒的感染源，没有办法从源头上切断病毒传播途径，再加上人类对付这一病毒尚未寻找出特效药的情况下，对武汉市进行有限度的封城措施，实际上既是遏制当前武汉肺炎疫情失控的不得不采取的办法，甚至还是唯一的?展开全文c",0
02月04日 12:53,//@未发表作品:想起他签约环球在海外做音乐时说，如果这件事情我做成了，会推进整条产业链，有更多的公司会想签中国的艺人。我想要去做有意义的事。不管你怎么样去努力，都会有人质疑，那就去做吧。也许等到很多年后，甚至等我没了，别人才会发现，原来他做的事情，在那个时候是有意义的。,0
01月25日 23:45,//@凌云MikeLing:美国也是心血管系统疾病大国、糖尿病大国、癌症大国、艾滋病大国。分享这些数据不是说#新型冠状病毒#不可怕，而是提醒我们在分析情况时要有参照，要冷静、客观，不要恐慌。不要寄希望特效药，要做好自我防护措施。//@Jeremy小黄人:美国不是医疗大国吗,0
02月04日 13:35,//@未发表作品:想起他签约环球在海外做音乐时说，如果这件事情我做成了，会推进整条产业链，有更多的公司会想签中国的艺人。我想要去做有意义的事。不管你怎么样去努力，都会有人质疑，那就去做吧。也许等到很多年后，甚至等我没了，别人才会发现，原来他做的事情，在那个时候是有意义的。,0
02月05日 09:21,//@未发表作品:想起他签约环球在海外做音乐时说，如果这件事情我做成了，会推进整条产业链，有更多的公司会想签中国的艺人。我想要去做有意义的事。不管你怎么样去努力，都会有人质疑，那就去做吧。也许等到很多年后，甚至等我没了，别人才会发现，原来他做的事情，在那个时候是有意义的。,0
01月26日 22:12,1月19号，从武汉返乡，路途中没有戴口罩(在武汉长期居住，从肺炎开始传播就持续关注，刚开始出来的时候还是很警惕的，不坐地铁，不做公交车，尽量避开人多的时候去医院，但是政府多次强调人不传人，所以时间久了就放弃警惕了，大街小巷没人戴口罩，在医院也只有零星的几个人戴口罩，所以我也放松警惕，?展开全文c,0
01月28日 20:41,再忙也别忘了抽点时间巩固下自己，再闲也别把自己整得太颓废，毕竟目前免疫力才是最好的特效药??加油中国加油一线！????2漳州·诏安县?,1
